"RANK","INC_YEAR","COMPANY","3-YR GROWTH","REVENUE","INDUSTRY","YEARS","METRO_AREA"
"192","2015","ZestFinance","2,159%","$51m","Financial Services","","Los Angeles"
"193","2015","Zero Energy","2,146%","$13.6m","Energy","","Los Angeles"
"194","2015","Social123","2,144%","$2.4m","Software","","Atlanta"
"195","2015","RPM Freight Systems","2,137%","$15.5m","Logistics & Transportation","","Detroit"
"196","2015","Fraud Posse","2,131%","$2.5m","Software","","Phoenix"
"197","2015","CTEMS","2,121%","$10m","Manufacturing","","San Jose"
"198","2015","Healthcare IT Leaders","2,120%","$41.7m","Health","","Atlanta"
"199","2015","Iotum","2,098%","$5.4m","Telecommunications","","Los Angeles"
"201","2015","X5 Networks","2,085%","$2.2m","IT Services","","Philadelphia"
"202","2015","ProjectSpan Services","2,074%","$28.6m","Government Services","","New York City"
"203","2015","Runa","2,068%","$4.5m","Food & Beverage","","New York City"
"204","2015","Local Counsel Collective","2,067%","$2.4m","Business Products & Services","","Greeley, CO"
"205","2015","RxWiki","2,065%","$2.3m","Health","","Austin"
"206","2015","Anchor Consultants","2,045%","$35.6m","Business Products & Services","","New York City"
"207","2015","Potomac Healthcare Solutions","2,045%","$9.6m","Health","","Washington, DC"
"208","2015","Ronnie Coleman Signature Series","2,043%","$10.4m","Health","","Miami"
"209","2015","Leads On Demand","2,032%","$3.4m","Advertising & Marketing","","Orlando, FL"
"210","2015","NinthDecimal","2,028%","$15.1m","Advertising & Marketing","","San Francisco"
"211","2015","ginnybakes","2,027%","$2.1m","Food & Beverage","","Miami"
"212","2015","Yext","2,026%","$57.7m","Software","","New York City"
"213","2015","Recovery Brands","2,024%","$10.4m","Advertising & Marketing","","San Diego"
"214","2015","Edifice Solutions","2,024%","$22.9m","Government Services","","Washington, DC"
"215","2015","United Installs","2,020%","$2.5m","Construction","","Cincinnati"
"216","2015","Biodesix","2,019%","$7.6m","Health","","Boulder, CO"
"217","2015","AdKarma","2,017%","$45.1m","Advertising & Marketing","","Columbia, MO"
"218","2015","Nutrition Pit Supplement Store","2,016%","$3.6m","Health","","Parkersburg-Marietta-Vienna, WV-OH"
"219","2015","Main Street Hub","1,996%","$16.5m","Advertising & Marketing","","Austin"
"220","2015","LeadPages","1,991%","$8.3m","IT Services","","Minneapolis"
"221","2015","Oxford Government Consulting","1,982%","$7.4m","Government Services","","Baltimore"
"222","2015","Pace Solutions","1,978%","$4.3m","IT Services","","St. Louis, MO-IL"
"223","2015","Optamark","1,974%","$2.9m","Business Products & Services","","Providence-New Bedford-Fall River, RI-MA"
"224","2015","Noribachi","1,973%","$22.8m","Manufacturing","","Los Angeles"
"225","2015","Net2Vault","1,965%","$2.7m","IT Services","","Portland, OR"
"226","2015","Think Tech Labs","1,954%","$9.8m","Software","","Austin"
"227","2015","ClickDimensions","1,940%","$10.8m","Software","","Atlanta"
"228","2015","Mainstreet","1,924%","$175.1m","Real Estate","","Indianapolis, IN"
"229","2015","Environmental Construction Services","1,907%","$7.3m","Construction","","Philadelphia"
"230","2015","Valsatech Corp","1,905%","$2m","IT Services","","Washington, DC"
"231","2015","Capital Consulting Services","1,904%","$2.1m","Business Products & Services","","St. Louis, MO-IL"
"232","2015","Curve Commercial Services","1,896%","$57.8m","Logistics & Transportation","","Miami"
"233","2015","Xcaliber Solutions","1,887%","$2m","Business Products & Services","","Los Angeles"
"234","2015","Nexus Global Business Solutions","1,881%","$11.6m","Business Products & Services","","Raleigh-Cary, NC"
"235","2015","Welltok","1,876%","$10m","Health","","Denver-Aurora, CO"
"236","2015","C&H Financial Services","1,871%","$3.6m","Financial Services","","Chicago"
"237","2015","Outdoor Tech","1,869%","$8.3m","Consumer Products & Services","","Los Angeles"
"238","2015","360 Payment Solutions","1,865%","$2.5m","Financial Services","","San Jose"
"239","2015","Tower Paddle Boards","1,853%","$5m","Consumer Products & Services","","San Diego"
"240","2015","Southern Green Builders","1,846%","$6.6m","Construction","","Houston"
"241","2015","Syntactx","1,844%","$12.6m","Health","","New York City"
"242","2015","Envyus Media","1,841%","$5.3m","Advertising & Marketing","","Wichita, KS"
"243","2015","Meteorix","1,830%","$25.5m","IT Services","","Boston"
"244","2015","FranchiseHelp","1,817%","$2m","Business Products & Services","","New York City"
"245","2015","SPACE/CRAFT Worldwide","1,802%","$20.2m","Business Products & Services","","New York City"
"246","2015","Auric Solar","1,800%","$13.6m","Energy","","Salt Lake City"
"247","2015","Rewined Candles","1,799%","$4.4m","Consumer Products & Services","","Charleston-North Charleston, SC"
"248","2015","Nitro Mobile Solutions","1,797%","$2.2m","Software","","Tampa"
"249","2015","cBEYONData","1,780%","$5.1m","Government Services","","Washington, DC"
"250","2015","TITLE Boxing Club","1,775%","$46.2m","Health","","Kansas City, MO-KS"
"251","2015","HomElectrical","1,770%","$2.2m","Construction","","Atlanta"
"252","2015","Progressive Dental","1,764%","$4.4m","Advertising & Marketing","","Tampa"
"253","2015","TruScribe","1,764%","$2.4m","Business Products & Services","","Madison, WI"
"254","2015","Santec Resources","1,762%","$2m","IT Services","","Columbus, OH"
"255","2015","TENICA and Associates","1,755%","$6.2m","Government Services","","Washington, DC"
"256","2015","Favor TechConsulting","1,754%","$11.8m","IT Services","","Washington, DC"
"257","2015","Pipeliner CRM","1,750%","$4.6m","Software","","Los Angeles"
"258","2015","Tipsy Elves","1,742%","$6.4m","Retail","","San Diego"
"259","2015","Insureon","1,742%","$17.6m","Insurance","","Chicago"
"260","2015","My Home Group Real Estate","1,736%","$2.7m","Real Estate","","Phoenix"
"261","2015","CarrierDirect","1,728%","$2.3m","Logistics & Transportation","","Chicago"
"262","2015","Adzerk","1,726%","$2.1m","Software","","Durham, NC"
"263","2015","Elevated.com","1,723%","$3.8m","Advertising & Marketing","","San Diego"
"264","2015","SeatGeek","1,719%","$27.4m","Consumer Products & Services","","New York City"
"265","2015","HigherVisibility","1,710%","$3.8m","Advertising & Marketing","","Memphis, TN-MS-AR"
"266","2015","Savage Race","1,709%","$3.7m","Health","","Orlando, FL"
"267","2015","NanoLumens","1,692%","$18m","Manufacturing","","Atlanta"
"268","2015","Birdsey Group","1,689%","$8m","Real Estate","","Atlanta"
"269","2015","Patagonia Health","1,687%","$3.1m","Health","","Durham, NC"
"270","2015","Lurong Living","1,684%","$2.2m","Health","","Seaford, DE"
"271","2015","The RSR Company","1,682%","$13.2m","Government Services","","Washington, DC"
"272","2015","Early Upgrade","1,677%","$27.9m","Consumer Products & Services","","Jacksonville, FL"
"273","2015","Sky Zone","1,674%","$24.3m","Consumer Products & Services","","Los Angeles"
"274","2015","Localytics","1,674%","$9.1m","Software","","Boston"
"275","2015","AllianceIT","1,670%","$6.4m","IT Services","","San Francisco"
"276","2015","Team SI","1,670%","$5.2m","Advertising & Marketing","","Little Rock-North Little Rock-Conway, AR"
"277","2015","Patriot National","1,668%","$117.2m","Insurance","","Miami"
"278","2015","CS Recruiting","1,667%","$2m","Human Resources","","Chicago"
"279","2015","Professional Realty Services","1,661%","$2.4m","Real Estate","","Spokane, WA"
"280","2015","Multifamily Utility Company","1,652%","$9.1m","Real Estate","","San Diego"
"281","2015","Mesh Systems","1,645%","$7.1m","Software","","Indianapolis, IN"
"282","2015","MyJobHelper.com","1,640%","$5.1m","Business Products & Services","","New York City"
"283","2015","Scripted","1,638%","$2.5m","Business Products & Services","","San Francisco"
"284","2015","LiveHelpNow","1,635%","$2.1m","Software","","Allentown-Bethlehem-Easton, PA-NJ"
"285","2015","LiveFree Emergency Response","1,622%","$3.9m","Health","","Pocatello, ID"
"286","2015","Americord Registry","1,616%","$2.5m","Health","","New York City"
"287","2015","Peel","1,607%","$3.4m","Consumer Products & Services","","San Jose"
"288","2015","The Doctor's Choice","1,597%","$3.6m","Health","","Los Angeles"
"289","2015","Principal Service Solutions","1,580%","$12.1m","Human Resources","","Modesto, CA"
"290","2015","Forshay","1,567%","$2.8m","Human Resources","","San Francisco"
"291","2015","Appeagle","1,566%","$2.6m","Software","","New York City"
"292","2015","Zerouv","1,558%","$4.6m","Retail","","Los Angeles"
"293","2015","Craftsy","1,553%","$38.5m","Consumer Products & Services","","Denver-Aurora, CO"
"294","2015","The FDA Group","1,552%","$3.8m","Health","","Worcester, MA"
"295","2015","Capture Education","1,552%","$2.1m","Education","","Columbus, OH"
"296","2015","Splash and Dash for Dogs International","1,550%","$2.4m","Retail","","Tampa"
"297","2015","CETA","1,536%","$2.9m","Health","","Chicago"
"298","2015","Midwest Salt","1,535%","$17.6m","Business Products & Services","","Chicago"
"299","2015","Inserso","1,533%","$17.6m","Government Services","","Washington, DC"
"300","2015","Nationwide Real Estate Executives","1,529%","$5.6m","Real Estate","","Los Angeles"
"301","2015","Pivotal Systems","1,522%","$3.6m","Engineering","","San Francisco"
"302","2015","Minute Key","1,520%","$23.2m","Consumer Products & Services","","Boulder, CO"
"303","2015","The Loken Group","1,520%","$137.7m","Real Estate","","Houston"
"304","2015","Digital Imports","1,519%","$7.8m","Business Products & Services","","Chicago"
"305","2015","MES","1,515%","$42.5m","Logistics & Transportation","","Columbus, OH"
"306","2015","Credibly","1,514%","$14.6m","Financial Services","","New York City"
"307","2015","Loyal Source Government Services","1,507%","$89.5m","Government Services","","Orlando, FL"
"308","2015","SmartyPants Vitamins","1,503%","$4.8m","Health","","Los Angeles"
"309","2015","Treeium","1,501%","$24.3m","Construction","","Los Angeles"
"310","2015","USA Staffing Services","1,494%","$3.3m","Business Products & Services","","Tampa"
"311","2015","Modernizing Medicine","1,492%","$30.4m","Health","","Miami"
"312","2015","Mark Fisher Fitness","1,487%","$3.3m","Health","","New York City"
"313","2015","Hydro Flask","1,487%","$35.5m","Consumer Products & Services","","Bend, OR"
"314","2015","Side By Side Stuff","1,487%","$6.7m","Retail","","Kansas City, MO-KS"
"315","2015","My Marketing Solutions","1,481%","$2.1m","Advertising & Marketing","","Boston"
"316","2015","Falcon Consulting Group","1,475%","$11.9m","Health","","Chicago"
"317","2015","Marmoset","1,470%","$3.6m","Media","","Portland, OR"
"318","2015","Lumber One Services","1,465%","$7.6m","Construction","","Phoenix"
"319","2015","ITility","1,465%","$22.8m","Government Services","","Washington, DC"
"320","2015","Tribal Tech","1,461%","$7.5m","Government Services","","Washington, DC"
"321","2015","365 Retail Markets","1,459%","$16.6m","Business Products & Services","","Detroit"
"322","2015","Blue Canyon Technologies","1,459%","$3.4m","Engineering","","Boulder, CO"
"323","2015","CSG Actuarial","1,456%","$2.8m","Insurance","","Omaha-Council Bluffs, NE-IA"
"324","2015","GuideSpark","1,443%","$10.3m","Software","","San Francisco"
"325","2015","Spotswood Consulting","1,439%","$2.2m","IT Services","","Los Angeles"
"326","2015","BELL INFO SOLUTIONS","1,437%","$5.7m","IT Services","","Washington, DC"
"327","2015","Artisan Infrastructure","1,433%","$13.3m","IT Services","","Austin"
"328","2015","Federal Employee Benefit Counselors","1,429%","$2.9m","Financial Services","","Atlanta"
"329","2015","CoverMyMeds","1,427%","$47.5m","Health","","Akron, OH"
"330","2015","Re:think (Ramsey, NJ)","1,424%","$11.3m","Advertising & Marketing","","New York City"
"331","2015","ipDatatel","1,415%","$9.5m","Security","","Houston"
"332","2015","LeadingAgile","1,410%","$8.1m","Business Products & Services","","Atlanta"
"333","2015","hCentive","1,407%","$35.5m","Health","","Washington, DC"
"334","2015","ScaleMatrix","1,402%","$11.7m","IT Services","","San Diego"
"335","2015","PureCars","1,401%","$21.2m","Advertising & Marketing","","Charleston-North Charleston, SC"
"336","2015","Makeup Geek","1,396%","$9.5m","Consumer Products & Services","","Jackson, MI"
"337","2015","Clean Energy Experts","1,394%","$13.9m","Advertising & Marketing","","Los Angeles"
"338","2015","Pluralsight","1,392%","$63.9m","Education","","Ogden-Clearfield, UT"
"339","2015","Plug Smart","1,391%","$13.3m","Energy","","Columbus, OH"
"340","2015","A Square Group","1,386%","$4.7m","IT Services","","Washington, DC"
"341","2015","Vighter Medical Group","1,382%","$2.7m","Government Services","","Winona, MN"
"342","2015","Urban Fresh Cosmetics","1,376%","$3.1m","Retail","","Albuquerque, NM"
"343","2015","TNH Advanced Specialty Pharmacy","1,372%","$239.3m","Health","","Los Angeles"
"344","2015","VMTurbo","1,367%","$25.1m","Software","","Boston"
"345","2015","Nekter Juice Bar","1,362%","$21.3m","Food & Beverage","","Los Angeles"
"346","2015","Print.Save.Repeat.","1,355%","$2.8m","Business Products & Services","","Phoenix"
"347","2015","Nudge","1,352%","$273.5m","Real Estate","","Provo-Orem, UT"
"348","2015","CardCash.com","1,349%","$94.7m","Consumer Products & Services","","New York City"
"349","2015","Residential Bancorp","1,349%","$21.8m","Financial Services","","Canton-Massillon, OH"
"350","2015","Utopian Luxury Vacation Homes","1,341%","$5m","Travel & Hospitality","","Salt Lake City"
"351","2015","Bowlmor-AMF","1,339%","$561.2m","Food & Beverage","","New York City"
"352","2015","Response Team 1","1,339%","$173.4m","Construction","","Chicago"
"353","2015","UnifyCloud","1,338%","$2.5m","IT Services","","Seattle"
"354","2015","Weisser Distributing","1,336%","$14.6m","Business Products & Services","","Sioux Falls, SD"
"355","2015","MICHAEL GRANT AND COMPANY","1,334%","$3.2m","Business Products & Services","","Charleston-North Charleston, SC"
"356","2015","Mattress HQ","1,328%","$3.4m","Retail","","Dallas"
"357","2015","DrChrono","1,311%","$5.2m","Health","","San Jose"
"358","2015","Wellness IQ","1,308%","$2.4m","Health","","Cleveland"
"359","2015","Integral Ad Science","1,308%","$51.9m","Advertising & Marketing","","New York City"
"360","2015","Nextelligence","1,308%","$2.5m","Business Products & Services","","Orlando, FL"
"361","2015","Survtech Solutions","1,307%","$2.4m","Engineering","","Denver-Aurora, CO"
"362","2015","Bluewater Media","1,304%","$27.4m","Advertising & Marketing","","Tampa"
"363","2015","AKESOgen","1,300%","$8.1m","Health","","Atlanta"
"364","2015","e-Gov Systems","1,299%","$6.6m","Government Services","","Baton Rouge, LA"
"365","2015","Simply Measured","1,295%","$12.6m","Software","","Seattle"
"366","2015","Vijay Holdings","1,293%","$10.1m","Consumer Products & Services","","New York City"
"367","2015","Eglentowicz Wrecking","1,292%","$2.1m","Environmental Services","","New York City"
"368","2015","OrangePeople","1,289%","$7.1m","IT Services","","Los Angeles"
"369","2015","Superior Spooling & Energy Services","1,288%","$4.1m","Energy","","Oklahoma City, OK"
"370","2015","Barker Cabinets","1,288%","$5.6m","Consumer Products & Services","","Portland, OR"
"371","2015","Torchlight Technology Group","1,281%","$3m","Advertising & Marketing","","Philadelphia"
"372","2015","Thompson Gray","1,276%","$15m","Government Services","","Huntsville, AL"
"373","2015","Blueprint Consulting Services","1,275%","$8.7m","Business Products & Services","","Seattle"
"374","2015","Snap Construction","1,275%","$4.9m","Construction","","Minneapolis"
"375","2015","Tongal","1,270%","$13m","Advertising & Marketing","","Los Angeles"
"376","2015","Sigora Solar","1,266%","$3.2m","Energy","","Staunton-Waynesboro, VA"
"377","2015","Cables and Sensors","1,257%","$2.4m","Health","","Orlando, FL"
"378","2015","Express Modular","1,251%","$4.2m","Construction","","Hagerstown-Martinsburg, MD-WV"
"379","2015","Cloud Sherpas","1,247%","$134m","IT Services","","Atlanta"
"380","2015","Creative Systems and Consulting","1,244%","$6.4m","Government Services","","Washington, DC"
